timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1546056208768,16,http://localhost:33143/Portfolio/Investmentpick-1,200,OK,Thread Group 1-2,text,true,,3197,552,6,6,http://localhost:33143/Portfolio/shareperchase,14,0,0
1546056208911,90,http://localhost:33143/Portfolio/Investmentpick-2,200,OK,Thread Group 1-2,text,true,,28148,546,6,6,http://localhost:33143/css/bootstrap.css,88,0,1
1546056208906,70,http://localhost:33143/Portfolio/Investmentpick-3,200,OK,Thread Group 1-2,text,true,,1521,552,6,6,http://localhost:33143/css/modern-business.css,70,0,1
1546056208908,32,http://localhost:33143/Portfolio/Investmentpick-4,200,OK,Thread Group 1-2,text,true,,94593,557,6,6,http://localhost:33143/Scripts/jquery-1.10.2.min.js,31,0,1
1546056208909,95,http://localhost:33143/Portfolio/Investmentpick-5,200,OK,Thread Group 1-2,text,true,,22319,559,6,6,http://localhost:33143/Scripts/jquery.validate.min.js,94,0,1
1546056208904,32,http://localhost:33143/Portfolio/Investmentpick-6,200,OK,Thread Group 1-2,text,true,,6172,571,6,6,http://localhost:33143/Scripts/jquery.validate.unobtrusive.min.js,32,0,0
1546056208902,3951,http://localhost:33143/Portfolio/Investmentpick-7,200,OK,Thread Group 1-2,text,true,,34129,570,6,6,https://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js,3438,0,3275
1546056208945,12,http://localhost:33143/Portfolio/Investmentpick-8,200,OK,Thread Group 1-2,text,true,,55695,544,6,6,http://localhost:33143/js/bootstrap.js,12,0,1
1546056208946,9,http://localhost:33143/Portfolio/Investmentpick-9,404,Not Found,Thread Group 1-2,text,false,,5404,550,6,6,http://localhost:33143/js/modern-business.js,9,0,2
1546056208962,78,http://localhost:33143/Portfolio/Investmentpick-10,200,OK,Thread Group 1-2,text,true,,55289,573,6,6,http://localhost:38431/db420c88b0ce466ba593ef6aec931ebc/browserLink,54,0,1
1546056211144,1763,http://localhost:33143/Portfolio/Investmentpick,200,"Embedded resource download error:http://localhost:33143/js/modern-business.js code:404 message:Not Found, ",Thread Group 1-5,text,false,,307395,6452,6,6,http://localhost:33143/Portfolio/shareperchase,20,0,2
1546056211144,21,http://localhost:33143/Portfolio/Investmentpick-0,302,Found,Thread Group 1-5,text,true,,925,878,6,6,http://localhost:33143/Portfolio/Investmentpick,20,0,2
1546056211165,8,http://localhost:33143/Portfolio/Investmentpick-1,200,OK,Thread Group 1-5,text,true,,3200,552,6,6,http://localhost:33143/Portfolio/shareperchase,7,0,0
1546056211183,21,http://localhost:33143/Portfolio/Investmentpick-2,200,OK,Thread Group 1-5,text,true,,28148,546,6,6,http://localhost:33143/css/bootstrap.css,19,0,1
1546056211181,13,http://localhost:33143/Portfolio/Investmentpick-3,200,OK,Thread Group 1-5,text,true,,1521,552,6,6,http://localhost:33143/css/modern-business.css,13,0,4
1546056211182,34,http://localhost:33143/Portfolio/Investmentpick-4,200,OK,Thread Group 1-5,text,true,,94593,557,6,6,http://localhost:33143/Scripts/jquery-1.10.2.min.js,33,0,1
1546056211181,32,http://localhost:33143/Portfolio/Investmentpick-5,200,OK,Thread Group 1-5,text,true,,22319,559,6,6,http://localhost:33143/Scripts/jquery.validate.min.js,32,0,1
1546056211180,37,http://localhost:33143/Portfolio/Investmentpick-6,200,OK,Thread Group 1-5,text,true,,6172,571,6,6,http://localhost:33143/Scripts/jquery.validate.unobtrusive.min.js,36,0,0
1546056211180,1727,http://localhost:33143/Portfolio/Investmentpick-7,200,OK,Thread Group 1-5,text,true,,34129,570,6,6,https://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js,1160,0,998
1546056211196,26,http://localhost:33143/Portfolio/Investmentpick-8,200,OK,Thread Group 1-5,text,true,,55695,544,6,6,http://localhost:33143/js/bootstrap.js,26,0,1
1546056211206,6,http://localhost:33143/Portfolio/Investmentpick-9,404,Not Found,Thread Group 1-5,text,false,,5404,550,6,6,http://localhost:33143/js/modern-business.js,6,0,2
1546056211213,26,http://localhost:33143/Portfolio/Investmentpick-10,200,OK,Thread Group 1-5,text,true,,55289,573,6,6,http://localhost:38431/db420c88b0ce466ba593ef6aec931ebc/browserLink,16,0,1
1546056210152,2777,http://localhost:33143/Portfolio/Investmentpick,200,"Embedded resource download error:http://localhost:33143/js/modern-business.js code:404 message:Not Found, ",Thread Group 1-4,text,false,,307393,6452,6,6,http://localhost:33143/Portfolio/shareperchase,22,0,2
1546056210152,22,http://localhost:33143/Portfolio/Investmentpick-0,302,Found,Thread Group 1-4,text,true,,925,878,6,6,http://localhost:33143/Portfolio/Investmentpick,22,0,2
1546056210174,7,http://localhost:33143/Portfolio/Investmentpick-1,200,OK,Thread Group 1-4,text,true,,3198,552,6,6,http://localhost:33143/Portfolio/shareperchase,7,0,0
1546056210188,23,http://localhost:33143/Portfolio/Investmentpick-2,200,OK,Thread Group 1-4,text,true,,28148,546,6,6,http://localhost:33143/css/bootstrap.css,22,0,0
1546056210191,11,http://localhost:33143/Portfolio/Investmentpick-3,200,OK,Thread Group 1-4,text,true,,1521,552,6,6,http://localhost:33143/css/modern-business.css,11,0,1
1546056210189,16,http://localhost:33143/Portfolio/Investmentpick-4,200,OK,Thread Group 1-4,text,true,,94593,557,6,6,http://localhost:33143/Scripts/jquery-1.10.2.min.js,16,0,1
1546056210191,22,http://localhost:33143/Portfolio/Investmentpick-5,200,OK,Thread Group 1-4,text,true,,22319,559,6,6,http://localhost:33143/Scripts/jquery.validate.min.js,22,0,1
1546056210188,18,http://localhost:33143/Portfolio/Investmentpick-6,200,OK,Thread Group 1-4,text,true,,6172,571,6,6,http://localhost:33143/Scripts/jquery.validate.unobtrusive.min.js,17,0,4
1546056210188,2741,http://localhost:33143/Portfolio/Investmentpick-7,200,OK,Thread Group 1-4,text,true,,34129,570,6,6,https://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js,2158,0,1999
1546056210204,18,http://localhost:33143/Portfolio/Investmentpick-8,200,OK,Thread Group 1-4,text,true,,55695,544,6,6,http://localhost:33143/js/bootstrap.js,18,0,1
1546056210207,8,http://localhost:33143/Portfolio/Investmentpick-9,404,Not Found,Thread Group 1-4,text,false,,5404,550,6,6,http://localhost:33143/js/modern-business.js,8,0,1
1546056210207,24,http://localhost:33143/Portfolio/Investmentpick-10,200,OK,Thread Group 1-4,text,true,,55289,573,6,6,http://localhost:38431/db420c88b0ce466ba593ef6aec931ebc/browserLink,14,0,1
1546056209153,3777,http://localhost:33143/Portfolio/Investmentpick,200,"Embedded resource download error:http://localhost:33143/js/modern-business.js code:404 message:Not Found, ",Thread Group 1-3,text,false,,307394,6452,6,6,http://localhost:33143/Portfolio/shareperchase,33,0,4
1546056209153,34,http://localhost:33143/Portfolio/Investmentpick-0,302,Found,Thread Group 1-3,text,true,,925,878,6,6,http://localhost:33143/Portfolio/Investmentpick,33,0,4
1546056209187,7,http://localhost:33143/Portfolio/Investmentpick-1,200,OK,Thread Group 1-3,text,true,,3199,552,6,6,http://localhost:33143/Portfolio/shareperchase,7,0,0
1546056209299,43,http://localhost:33143/Portfolio/Investmentpick-2,200,OK,Thread Group 1-3,text,true,,28148,546,6,6,http://localhost:33143/css/bootstrap.css,42,0,0
1546056209301,29,http://localhost:33143/Portfolio/Investmentpick-3,200,OK,Thread Group 1-3,text,true,,1521,552,6,6,http://localhost:33143/css/modern-business.css,29,0,1
1546056209301,37,http://localhost:33143/Portfolio/Investmentpick-4,200,OK,Thread Group 1-3,text,true,,94593,557,6,6,http://localhost:33143/Scripts/jquery-1.10.2.min.js,37,0,6
1546056209302,38,http://localhost:33143/Portfolio/Investmentpick-5,200,OK,Thread Group 1-3,text,true,,22319,559,6,6,http://localhost:33143/Scripts/jquery.validate.min.js,38,0,5
1546056209308,30,http://localhost:33143/Portfolio/Investmentpick-6,200,OK,Thread Group 1-3,text,true,,6172,571,6,6,http://localhost:33143/Scripts/jquery.validate.unobtrusive.min.js,30,0,11
1546056209300,3630,http://localhost:33143/Portfolio/Investmentpick-7,200,OK,Thread Group 1-3,text,true,,34129,570,6,6,https://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js,3044,0,2877
1546056209339,46,http://localhost:33143/Portfolio/Investmentpick-8,200,OK,Thread Group 1-3,text,true,,55695,544,6,6,http://localhost:33143/js/bootstrap.js,46,0,1
1546056209339,17,http://localhost:33143/Portfolio/Investmentpick-9,404,Not Found,Thread Group 1-3,text,false,,5404,550,6,6,http://localhost:33143/js/modern-business.js,16,0,0
1546056209342,139,http://localhost:33143/Portfolio/Investmentpick-10,200,OK,Thread Group 1-3,text,true,,55289,573,6,6,http://localhost:38431/db420c88b0ce466ba593ef6aec931ebc/browserLink,90,0,1
1546056212559,591,http://localhost:33143/Portfolio/shareperchase,200,"Embedded resource download error:http://localhost:33143/js/modern-business.js code:404 message:Not Found, ",Thread Group 1-1,text,false,,66177,5365,7,7,http://localhost:33143/Portfolio/shareperchase,28,0,9
1546056212559,29,http://localhost:33143/Portfolio/shareperchase-0,200,OK,Thread Group 1-1,text,true,,3197,471,7,7,http://localhost:33143/Portfolio/shareperchase,28,0,9
1546056212603,30,http://localhost:33143/Portfolio/shareperchase-1,304,Not Modified,Thread Group 1-1,,true,,339,548,7,7,http://localhost:33143/css/bootstrap.css,0,0,0
1546056212618,50,http://localhost:33143/Portfolio/shareperchase-2,304,Not Modified,Thread Group 1-1,,true,,346,553,7,7,http://localhost:33143/css/modern-business.css,0,0,7
1546056212613,22,http://localhost:33143/Portfolio/shareperchase-3,304,Not Modified,Thread Group 1-1,,true,,356,560,7,7,http://localhost:33143/Scripts/jquery-1.10.2.min.js,0,0,4
1546056212620,69,http://localhost:33143/Portfolio/shareperchase-4,304,Not Modified,Thread Group 1-1,,true,,360,562,7,7,http://localhost:33143/Scripts/jquery.validate.min.js,0,0,7
1546056212610,23,http://localhost:33143/Portfolio/shareperchase-5,304,Not Modified,Thread Group 1-1,,true,,376,574,7,7,http://localhost:33143/Scripts/jquery.validate.unobtrusive.min.js,0,0,4
1546056212616,534,http://localhost:33143/Portfolio/shareperchase-6,304,Not Modified,Thread Group 1-1,,true,,170,539,7,7,https://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js,0,0,368
1546056212637,83,http://localhost:33143/Portfolio/shareperchase-7,304,Not Modified,Thread Group 1-1,,true,,340,547,7,7,http://localhost:33143/js/bootstrap.js,0,0,3
1546056212637,60,http://localhost:33143/Portfolio/shareperchase-8,404,Not Found,Thread Group 1-1,text,false,,5404,469,7,7,http://localhost:33143/js/modern-business.js,60,0,3
1546056212642,113,http://localhost:33143/Portfolio/shareperchase-9,200,OK,Thread Group 1-1,text,true,,55289,542,7,7,http://localhost:38431/db420c88b0ce466ba593ef6aec931ebc/browserLink,67,0,3
1546056212154,1494,http://localhost:33143/Portfolio/Investmentpick,200,"Embedded resource download error:http://localhost:33143/js/modern-business.js code:404 message:Not Found, ",Thread Group 1-6,text,false,,307392,6452,7,7,http://localhost:33143/Portfolio/shareperchase,27,0,5
1546056212154,27,http://localhost:33143/Portfolio/Investmentpick-0,302,Found,Thread Group 1-6,text,true,,925,878,7,7,http://localhost:33143/Portfolio/Investmentpick,27,0,5
1546056212183,33,http://localhost:33143/Portfolio/Investmentpick-1,200,OK,Thread Group 1-6,text,true,,3197,552,7,7,http://localhost:33143/Portfolio/shareperchase,33,0,0
1546056212253,76,http://localhost:33143/Portfolio/Investmentpick-2,200,OK,Thread Group 1-6,text,true,,28148,546,7,7,http://localhost:33143/css/bootstrap.css,73,0,0
1546056212257,30,http://localhost:33143/Portfolio/Investmentpick-3,200,OK,Thread Group 1-6,text,true,,1521,552,7,7,http://localhost:33143/css/modern-business.css,30,0,3
1546056212261,68,http://localhost:33143/Portfolio/Investmentpick-4,200,OK,Thread Group 1-6,text,true,,94593,557,7,7,http://localhost:33143/Scripts/jquery-1.10.2.min.js,68,0,3
1546056212262,69,http://localhost:33143/Portfolio/Investmentpick-5,200,OK,Thread Group 1-6,text,true,,22319,559,7,7,http://localhost:33143/Scripts/jquery.validate.min.js,69,0,3
1546056212254,72,http://localhost:33143/Portfolio/Investmentpick-6,200,OK,Thread Group 1-6,text,true,,6172,571,7,7,http://localhost:33143/Scripts/jquery.validate.unobtrusive.min.js,72,0,26
1546056212268,1379,http://localhost:33143/Portfolio/Investmentpick-7,200,OK,Thread Group 1-6,text,true,,34129,570,7,7,https://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js,1165,0,1008
1546056212298,35,http://localhost:33143/Portfolio/Investmentpick-8,200,OK,Thread Group 1-6,text,true,,55695,544,7,7,http://localhost:33143/js/bootstrap.js,35,0,3
1546056212327,9,http://localhost:33143/Portfolio/Investmentpick-9,404,Not Found,Thread Group 1-6,text,false,,5404,550,7,7,http://localhost:33143/js/modern-business.js,9,0,1
1546056212333,24,http://localhost:33143/Portfolio/Investmentpick-10,200,OK,Thread Group 1-6,text,true,,55289,573,7,7,http://localhost:38431/db420c88b0ce466ba593ef6aec931ebc/browserLink,21,0,1
1546056213088,613,http://localhost:33143/Portfolio/shareperchase,200,"Embedded resource download error:http://localhost:33143/js/modern-business.js code:404 message:Not Found, ",Thread Group 1-2,text,false,,66178,5365,7,7,http://localhost:33143/Portfolio/shareperchase,30,0,8
1546056213088,31,http://localhost:33143/Portfolio/shareperchase-0,200,OK,Thread Group 1-2,text,true,,3198,471,7,7,http://localhost:33143/Portfolio/shareperchase,30,0,8
1546056213141,47,http://localhost:33143/Portfolio/shareperchase-1,304,Not Modified,Thread Group 1-2,,true,,339,548,7,7,http://localhost:33143/css/bootstrap.css,0,0,5
1546056213141,62,http://localhost:33143/Portfolio/shareperchase-2,304,Not Modified,Thread Group 1-2,,true,,346,553,7,7,http://localhost:33143/css/modern-business.css,0,0,0
1546056213142,76,http://localhost:33143/Portfolio/shareperchase-3,304,Not Modified,Thread Group 1-2,,true,,356,560,7,7,http://localhost:33143/Scripts/jquery-1.10.2.min.js,0,0,48
1546056213142,71,http://localhost:33143/Portfolio/shareperchase-4,304,Not Modified,Thread Group 1-2,,true,,360,562,7,7,http://localhost:33143/Scripts/jquery.validate.min.js,0,0,48
1546056213144,64,http://localhost:33143/Portfolio/shareperchase-5,304,Not Modified,Thread Group 1-2,,true,,376,574,7,7,http://localhost:33143/Scripts/jquery.validate.unobtrusive.min.js,0,0,7
1546056213145,556,http://localhost:33143/Portfolio/shareperchase-6,304,Not Modified,Thread Group 1-2,,true,,170,539,7,7,https://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js,0,0,466
1546056213192,22,http://localhost:33143/Portfolio/shareperchase-7,304,Not Modified,Thread Group 1-2,,true,,340,547,7,7,http://localhost:33143/js/bootstrap.js,0,0,2
1546056213205,14,http://localhost:33143/Portfolio/shareperchase-8,404,Not Found,Thread Group 1-2,text,false,,5404,469,7,7,http://localhost:33143/js/modern-business.js,14,0,1
1546056213209,152,http://localhost:33143/Portfolio/shareperchase-9,200,OK,Thread Group 1-2,text,true,,55289,542,7,7,http://localhost:38431/db420c88b0ce466ba593ef6aec931ebc/browserLink,39,0,1
1546056213195,586,http://localhost:33143/Portfolio/shareperchase,200,"Embedded resource download error:http://localhost:33143/js/modern-business.js code:404 message:Not Found, ",Thread Group 1-4,text,false,,66176,5365,7,7,http://localhost:33143/Portfolio/shareperchase,91,0,5
1546056213195,91,http://localhost:33143/Portfolio/shareperchase-0,200,OK,Thread Group 1-4,text,true,,3196,471,7,7,http://localhost:33143/Portfolio/shareperchase,91,0,5
1546056213289,27,http://localhost:33143/Portfolio/shareperchase-1,304,Not Modified,Thread Group 1-4,,true,,339,548,7,7,http://localhost:33143/css/bootstrap.css,0,0,0
1546056213290,36,http://localhost:33143/Portfolio/shareperchase-2,304,Not Modified,Thread Group 1-4,,true,,346,553,7,7,http://localhost:33143/css/modern-business.css,0,0,9
1546056213300,16,http://localhost:33143/Portfolio/shareperchase-3,304,Not Modified,Thread Group 1-4,,true,,356,560,7,7,http://localhost:33143/Scripts/jquery-1.10.2.min.js,0,0,1
1546056213298,24,http://localhost:33143/Portfolio/shareperchase-4,304,Not Modified,Thread Group 1-4,,true,,360,562,7,7,http://localhost:33143/Scripts/jquery.validate.min.js,0,0,0
1546056213302,20,http://localhost:33143/Portfolio/shareperchase-5,304,Not Modified,Thread Group 1-4,,true,,376,574,7,7,http://localhost:33143/Scripts/jquery.validate.unobtrusive.min.js,0,0,0
1546056213303,478,http://localhost:33143/Portfolio/shareperchase-6,304,Not Modified,Thread Group 1-4,,true,,170,539,7,7,https://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js,0,0,397
1546056213317,31,http://localhost:33143/Portfolio/shareperchase-7,304,Not Modified,Thread Group 1-4,,true,,340,547,7,7,http://localhost:33143/js/bootstrap.js,0,0,1
1546056213317,35,http://localhost:33143/Portfolio/shareperchase-8,404,Not Found,Thread Group 1-4,text,false,,5404,469,7,7,http://localhost:33143/js/modern-business.js,35,0,1
1546056213323,61,http://localhost:33143/Portfolio/shareperchase-9,200,OK,Thread Group 1-4,text,true,,55289,542,7,7,http://localhost:38431/db420c88b0ce466ba593ef6aec931ebc/browserLink,24,0,1
1546056213195,591,http://localhost:33143/Portfolio/shareperchase,200,"Embedded resource download error:http://localhost:33143/js/modern-business.js code:404 message:Not Found, ",Thread Group 1-3,text,false,,66177,5365,7,7,http://localhost:33143/Portfolio/shareperchase,91,0,6
1546056213195,91,http://localhost:33143/Portfolio/shareperchase-0,200,OK,Thread Group 1-3,text,true,,3197,471,7,7,http://localhost:33143/Portfolio/shareperchase,91,0,6
1546056213303,36,http://localhost:33143/Portfolio/shareperchase-1,304,Not Modified,Thread Group 1-3,,true,,339,548,7,7,http://localhost:33143/css/bootstrap.css,0,0,13
1546056213312,37,http://localhost:33143/Portfolio/shareperchase-2,304,Not Modified,Thread Group 1-3,,true,,346,553,7,7,http://localhost:33143/css/modern-business.css,0,0,6
1546056213304,39,http://localhost:33143/Portfolio/shareperchase-3,304,Not Modified,Thread Group 1-3,,true,,356,560,7,7,http://localhost:33143/Scripts/jquery-1.10.2.min.js,0,0,13
1546056213298,27,http://localhost:33143/Portfolio/shareperchase-4,304,Not Modified,Thread Group 1-3,,true,,360,562,7,7,http://localhost:33143/Scripts/jquery.validate.min.js,0,0,0
1546056213313,30,http://localhost:33143/Portfolio/shareperchase-5,304,Not Modified,Thread Group 1-3,,true,,376,574,7,7,http://localhost:33143/Scripts/jquery.validate.unobtrusive.min.js,0,0,5
1546056213300,486,http://localhost:33143/Portfolio/shareperchase-6,304,Not Modified,Thread Group 1-3,,true,,170,539,7,7,https://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js,0,0,327
1546056213327,28,http://localhost:33143/Portfolio/shareperchase-7,304,Not Modified,Thread Group 1-3,,true,,340,547,7,7,http://localhost:33143/js/bootstrap.js,0,0,1
1546056213340,12,http://localhost:33143/Portfolio/shareperchase-8,404,Not Found,Thread Group 1-3,text,false,,5404,469,7,7,http://localhost:33143/js/modern-business.js,12,0,1
1546056213344,41,http://localhost:33143/Portfolio/shareperchase-9,200,OK,Thread Group 1-3,text,true,,55289,542,7,7,http://localhost:38431/db420c88b0ce466ba593ef6aec931ebc/browserLink,13,0,1
1546056213162,831,http://localhost:33143/Portfolio/Investmentpick,200,"Embedded resource download error:http://localhost:33143/js/modern-business.js code:404 message:Not Found, ",Thread Group 1-7,text,false,,307393,6452,7,7,http://localhost:33143/Portfolio/shareperchase,197,0,5
1546056213162,197,http://localhost:33143/Portfolio/Investmentpick-0,302,Found,Thread Group 1-7,text,true,,925,878,7,7,http://localhost:33143/Portfolio/Investmentpick,197,0,5
1546056213359,9,http://localhost:33143/Portfolio/Investmentpick-1,200,OK,Thread Group 1-7,text,true,,3198,552,7,7,http://localhost:33143/Portfolio/shareperchase,9,0,0
1546056213389,22,http://localhost:33143/Portfolio/Investmentpick-2,200,OK,Thread Group 1-7,text,true,,28148,546,7,7,http://localhost:33143/css/bootstrap.css,21,0,0
1546056213390,8,http://localhost:33143/Portfolio/Investmentpick-3,200,OK,Thread Group 1-7,text,true,,1521,552,7,7,http://localhost:33143/css/modern-business.css,8,0,1
1546056213390,16,http://localhost:33143/Portfolio/Investmentpick-4,200,OK,Thread Group 1-7,text,true,,94593,557,7,7,http://localhost:33143/Scripts/jquery-1.10.2.min.js,16,0,2
1546056213392,15,http://localhost:33143/Portfolio/Investmentpick-5,200,OK,Thread Group 1-7,text,true,,22319,559,7,7,http://localhost:33143/Scripts/jquery.validate.min.js,15,0,1
1546056213393,18,http://localhost:33143/Portfolio/Investmentpick-6,200,OK,Thread Group 1-7,text,true,,6172,571,7,7,http://localhost:33143/Scripts/jquery.validate.unobtrusive.min.js,18,0,1
1546056213393,600,http://localhost:33143/Portfolio/Investmentpick-7,200,OK,Thread Group 1-7,text,true,,34129,570,7,7,https://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js,484,0,397
1546056213399,13,http://localhost:33143/Portfolio/Investmentpick-8,200,OK,Thread Group 1-7,text,true,,55695,544,7,7,http://localhost:33143/js/bootstrap.js,13,0,1
1546056213407,4,http://localhost:33143/Portfolio/Investmentpick-9,404,Not Found,Thread Group 1-7,text,false,,5404,550,7,7,http://localhost:33143/js/modern-business.js,4,0,1
1546056213407,19,http://localhost:33143/Portfolio/Investmentpick-10,200,OK,Thread Group 1-7,text,true,,55289,573,7,7,http://localhost:38431/db420c88b0ce466ba593ef6aec931ebc/browserLink,12,0,1
1546056213152,852,http://localhost:33143/Portfolio/shareperchase,200,"Embedded resource download error:http://localhost:33143/js/modern-business.js code:404 message:Not Found, ",Thread Group 1-5,text,false,,66177,5365,7,7,http://localhost:33143/Portfolio/shareperchase,78,0,0
1546056213152,79,http://localhost:33143/Portfolio/shareperchase-0,200,OK,Thread Group 1-5,text,true,,3197,471,7,7,http://localhost:33143/Portfolio/shareperchase,78,0,0
1546056213234,16,http://localhost:33143/Portfolio/shareperchase-1,304,Not Modified,Thread Group 1-5,,true,,339,548,7,7,http://localhost:33143/css/bootstrap.css,0,0,1
1546056213235,40,http://localhost:33143/Portfolio/shareperchase-2,304,Not Modified,Thread Group 1-5,,true,,346,553,7,7,http://localhost:33143/css/modern-business.css,0,0,1
1546056213236,10,http://localhost:33143/Portfolio/shareperchase-3,304,Not Modified,Thread Group 1-5,,true,,356,560,7,7,http://localhost:33143/Scripts/jquery-1.10.2.min.js,0,0,1
1546056213238,49,http://localhost:33143/Portfolio/shareperchase-4,304,Not Modified,Thread Group 1-5,,true,,360,562,7,7,http://localhost:33143/Scripts/jquery.validate.min.js,0,0,0
1546056213239,60,http://localhost:33143/Portfolio/shareperchase-5,304,Not Modified,Thread Group 1-5,,true,,376,574,7,7,http://localhost:33143/Scripts/jquery.validate.unobtrusive.min.js,0,0,1
1546056213240,764,http://localhost:33143/Portfolio/shareperchase-6,304,Not Modified,Thread Group 1-5,,true,,170,539,7,7,https://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js,0,0,608
1546056213246,53,http://localhost:33143/Portfolio/shareperchase-7,304,Not Modified,Thread Group 1-5,,true,,340,547,7,7,http://localhost:33143/js/bootstrap.js,0,0,1
1546056213250,62,http://localhost:33143/Portfolio/shareperchase-8,404,Not Found,Thread Group 1-5,text,false,,5404,469,7,7,http://localhost:33143/js/modern-business.js,62,0,15
1546056213279,85,http://localhost:33143/Portfolio/shareperchase-9,200,OK,Thread Group 1-5,text,true,,55289,542,7,7,http://localhost:38431/db420c88b0ce466ba593ef6aec931ebc/browserLink,20,0,1
1546056213882,174,http://localhost:33143/Portfolio/shareperchase,200,"Embedded resource download error:http://localhost:33143/js/modern-business.js code:404 message:Not Found, ",Thread Group 1-6,text,false,,66179,5365,7,7,http://localhost:33143/Portfolio/shareperchase,7,0,0
1546056213882,7,http://localhost:33143/Portfolio/shareperchase-0,200,OK,Thread Group 1-6,text,true,,3199,471,7,7,http://localhost:33143/Portfolio/shareperchase,7,0,0
1546056213897,33,http://localhost:33143/Portfolio/shareperchase-1,304,Not Modified,Thread Group 1-6,,true,,339,548,7,7,http://localhost:33143/css/bootstrap.css,0,0,0
1546056213898,5,http://localhost:33143/Portfolio/shareperchase-2,304,Not Modified,Thread Group 1-6,,true,,346,553,7,7,http://localhost:33143/css/modern-business.css,0,0,0
1546056213899,23,http://localhost:33143/Portfolio/shareperchase-3,304,Not Modified,Thread Group 1-6,,true,,356,560,7,7,http://localhost:33143/Scripts/jquery-1.10.2.min.js,0,0,0
1546056213899,15,http://localhost:33143/Portfolio/shareperchase-4,304,Not Modified,Thread Group 1-6,,true,,360,562,7,7,http://localhost:33143/Scripts/jquery.validate.min.js,0,0,0
